Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,
75151.10555,7.29,8,18,32032.14109,152484,"PSC 7794, Box 7590
APO AA 40047",
62095.03681,5.95,12,1,36183.2878,763869,"94007 Luis Isle Apt. 081
Port Jesse, IN 51991",
75759.48996,5.25,4,6,46188.16509,137663,"14841 Jeffery Passage
Lake Kyle, WA 90337-7454",
64374.30729,8.38,16,16,23251.0467,124444,"95798 Elizabeth River
Benjaminbury, VT 03318-9619",
48147.87075,5.97,17,4,32050.57593,693931,"PSC 3778, Box 1575
APO AE 50445-2100",
64127.44061,5.61,1,20,42628.71074,127774,"3840 Timothy Walks
West Deborah, VT 14535-2467",
83921.90733,5.52,19,14,39569.83006,153932,"805 Brown Land Suite 726
Jenniferhaven, GA 61596-1119",
54617.88615,6.23,2,13,29613.844,903881,"548 Alec Keys
Daniellemouth, PA 02241",
45493.20843,7.38,1,4,38938.2712,896944,"PSC 9294, Box 6252
APO AP 46111-7806",
72780.15123,5.25,12,20,44953.52365,118475,"60075 Rhodes Summit
North Crystalview, VA 40652",
96395.3218,5.46,13,13,35036.19213,173143,"389 Michael Knolls Apt. 891
Reyeshaven, WV 22646-0966",
47467.42392,5.82,16,3,37341.62134,762144,"753 Kline Street
New Cindyland, MI 13424-8203",
61807.48493,5.6,5,7,44586.72495,127090,"876 Woods Circles
North Sarah, OK 34668",
54794.42399,5.62,5,12,39385.6836,100004,"043 Tyler Oval
Lake William, AS 62856-9836",
94923.40619,5.7,16,4,43818.81314,196763,"8068 Curtis Glen
Anthonyfurt, VA 17191",
62058.50246,7.03,13,5,28954.49749,111477,"034 Parker Unions
Lake Thomas, MP 99522-4945",
46952.22944,6.06,14,18,31628.22805,671661,"727 Gonzales Fork
Jonathanborough, ND 57809-1961",
67003.62956,6.5,13,7,28464.33389,121498,"003 Erica Passage Apt. 274
East Ritaton, KS 97261-8617",
87835.27161,4.3,15,3,16250.76883,105323,"1215 Dawson Locks Suite 788
Port Elizabeth, NH 66530",
73433.62623,7.1,2,9,44544.23046,151500,"62721 Stewart Mount
Marieburgh, WY 37987-7127",
70124.38688,6.74,1,18,51673.96267,173219,"3222 Alexis Square
Leetown, MS 07616",
84366.24462,4.75,2,5,43445.0159,158712,"30682 Perry Ranch Suite 253
Tinaport, CT 17781",
60343.59941,7.82,7,10,24199.05275,118489,"8042 Jasmine Ramp
Charlesborough, IL 29751",
71308.86039,5.8,13,12,22710.19219,131434,"6049 Ramos Fork
Vaughnmouth, MN 39214-3093",
65430.97914,4.32,10,19,33320.39672,717825,"7646 Joshua Tunnel
Christinaton, AZ 69071-6657",
73591.48889,5.43,18,15,51662.31774,144173,"960 Diamond Mews Apt. 150
East Donnaview, MH 67321-2363",
52805.83596,7.46,14,10,37161.1126,111954,"4122 Bradley Turnpike Apt. 551
New Carlaville, KY 15412-2546",
58187.0494,6.08,6,16,31551.86373,850977,"0227 Walters Haven
West Wesleybury, MS 17227",
70506.22247,6.06,2,13,44706.71849,165546,"6998 Jason Hollow
Kleinbury, KY 02969",
77412.45431,7.26,13,17,33258.83439,164173,"793 Cynthia Shore
South Randy, MN 75770-8233",
65087.71793,6.68,20,11,40283.24977,136997,"31241 Johnson Prairie Suite 452
Hancockshire, AS 54797-5444",
72547.04742,5.6,10,5,39218.75914,146583,"PSC 6728, Box 9260
APO AA 33818",
78864.05341,6.37,15,9,50194.10811,178933,"8374 Colon Isle
North Yolanda, SD 47070-7137",
67335.75773,6.78,13,10,10311.00139,863297,"493 Beth Tunnel Apt. 276
New Mitchell, DC 10981",
79552.39015,5.19,7,10,50113.83691,142536,"5131 Tapia Gardens Suite 886
Christinaburgh, CO 75023-0787",
89089.43207,7.14,6,18,49782.15207,227111,"8252 Murillo Mountain
Glennshire, SC 33179",
67110.33438,7.19,7,7,31998.76325,137069,"965 Wilson Ridges
Holmesland, VT 81072",
80778.90088,6.48,8,18,34431.16874,156674,"3753 Dean Island Suite 773
North Dennis, OR 90936-6820",
76624.14812,5.07,1,11,47039.09365,143699,"678 Patton Pass
Guzmanberg, MA 60510",
80011.58352,6.44,1,7,26576.39199,134596,"51202 Perez Squares
New Kellytown, WV 38886-7802",
70472.79238,6.01,9,17,34894.15883,126518,"4821 Christopher Park
Lopezside, MH 21430",
57456.99716,5.37,13,8,37378.95089,106122,"278 Tina Spur Suite 751
Jessicashire, PA 60756",
80000.76417,5.61,19,15,42245.4464,138396,"50664 Kent Haven
Christopherchester, KS 50822-8146",
66387.6838,5.67,2,19,22552.53591,105151,"0896 David Islands Suite 115
Lake Patriciaburgh, MD 03928-1885",
64699.39397,6.84,18,11,49083.66618,155035,"31018 Park Square Suite 876
Normanside, MA 65696-1725",
84777.30248,5.42,17,19,42038.80335,137505,"88259 Amanda Valleys
Carrollmouth, OH 35308-8073",
81196.61131,6.86,12,15,49574.70781,188297,"6983 Tyler Mission Apt. 984
South Nicholasbury, DE 26628",
60690.71865,7.59,7,9,35528.50391,127405,"814 Elizabeth Square Suite 264
New Brenda, DC 70173-4108",
72000.91793,7.16,11,2,27699.04897,142643,"02930 Kenneth Glen Apt. 117
East Michaeltown, NC 02319-9280",
51144.77077,6.74,16,12,39369.30084,913587,"572 Shelton River Suite 617
Reyesland, DE 48811",
57683.84762,6.55,5,4,43348.48868,111673,"014 Cheryl Plaza Suite 493
Lake Melinda, MH 07175",
63759.0507,6.13,1,10,35071.99599,122658,"4976 Shields Mount Suite 333
East Michelehaven, CT 44471-9324",
68615.76709,8.76,3,6,51791.80812,183697,"4518 Caleb Hills Apt. 029
East Shannon, VI 80699-6731",
66823.4329,7.52,9,6,30852.29111,145215,"365 Sue Place Apt. 092
Lake Davidport, VT 70760",
67564.16592,6.7,2,1,21880.05031,129475,"8783 Cristian Vista Suite 144
Lake Tiffany, HI 82995-2929",
68008.61543,4.35,7,9,28908.08678,105987,"USNS Hernandez
FPO AA 27512",
73715.42371,6.21,6,3,45540.93836,161534,"Unit 1515 Box 0124
DPO AA 13767",
50813.70267,7.16,16,19,30767.31362,110769,"49703 Joshua Camp
Port Brianbury, OH 78964",
83814.10116,8.57,6,16,51538.0568,233028,"125 Gillespie Plain
Whitefurt, MO 18599",
51666.77275,7.73,11,9,41926.02443,111619,"016 Ashley Locks
Mortonstad, WY 58148",
69236.93433,5.81,16,8,39399.93645,107225,"8534 Gina Route Apt. 739
Davischester, GA 71300-1917",
81099.57815,6.43,2,18,29780.17308,162694,"81304 Jonathan Camp
Lake Tannerbury, RI 29349",
59303.82319,6.93,4,15,43609.46243,166968,"90568 Garcia Vista
North Marioville, GU 75958-1328",
69610.9725,4.13,14,13,39210.48262,806121,"02315 Franklin Crescent Suite 962
North Peter, RI 58237",
77402.40158,5.64,5,19,39351.01562,168025,"031 Garza Springs Suite 573
Perryville, CA 13499-5935",
73386.40734,4.96,14,9,38413.49048,118644,"USS Williams
FPO AA 31030",
70961.58131,8.59,2,13,38251.81217,176624,"8749 Matthew Row
East Markport, IN 41253",
81181.5688,6.63,9,2,26690.70991,164105,"619 Ralph Key Apt. 220
Josephberg, AZ 58966-3248",
57272.32797,7.57,3,2,30099.39506,112089,"9048 Deborah View Apt. 049
New Laurie, PR 61237",
58871.79001,8.17,17,2,25091.82355,132570,"7579 Walter Curve
Hartfort, VA 37328-6949",
74029.34982,6.61,13,3,36360.2738,159334,"055 Tina Roads Suite 878
North Aprilshire, PW 13402",
56849.22111,4.04,4,16,43522.68518,605073,"225 Brandi Avenue Apt. 147
Lopezbury, KS 51049",
73587.04646,5.94,14,2,25271.93098,106450,"PSC 3878, Box 6882
APO AP 64687-9459",
49728.43703,5.84,17,15,37608.67975,872365,"77621 Michael Fork Suite 487
Port Lauraland, AZ 23400-9348",
60631.11084,5.95,14,18,40928.28419,111774,"98660 Williams Lock
West Jamesland, HI 66797",
78404.3633,7.06,19,8,49398.25748,193517,"62128 Taylor Drive
New Frank, SD 32477-8796",
86611.17802,4.84,16,11,45359.02795,166867,"4800 Flores Inlet Apt. 293
South Mary, MO 35793",
58914.48624,6.59,11,1,35282.71403,107270,"1787 Paige Path
Justinmouth, DC 31345-4841",
75867.02443,5.53,2,11,56294.43444,191474,"8893 Barbara Camp Apt. 439
Jefffort, VA 89472",
66581.57483,5.41,20,9,18230.51893,839194,"456 Mitchell Causeway
Georgefort, NE 04481-1083",
62820.17908,7.63,7,17,23734.16959,128515,"109 Smith Park
Laurachester, MP 38007",
69711.90393,6.07,3,2,36291.1452,143361,"29718 Simmons Shores Apt. 119
Andreafurt, IN 14150",
82710.58982,6.23,16,19,44768.68811,145934,"USNS Barrera
FPO AA 45323-4290",
58828.04163,7.23,11,12,44277.30064,165284,"2260 Torres Crest
Lopezburgh, AK 74728",
53161.83239,4.87,5,15,30535.2556,725830,"196 Robinson Ways Apt. 994
Toddmouth, PW 54975",
79361.02651,4.57,11,4,53875.28901,137886,"9881 Olson Drive
Alexanderbury, PA 91436-2120",
58325.69569,6.3,17,9,31256.22333,100394,"1535 Debra Expressway Suite 755
Moonmouth, AL 23444",
55772.89874,5.64,8,10,41638.65687,729882,"1968 Estes Turnpike Suite 663
South Carriefurt, NY 13185-2445",
71893.42934,5.82,11,3,40364.19315,127004,"05664 House Tunnel
New Morganshire, MT 38939",
75922.88558,6.68,7,10,49458.66507,169570,"86827 Castaneda Trail Suite 315
Lanceville, UT 64420-1882",
54648.28607,5.53,19,12,20270.54195,714822,"80371 Timothy Views
Abigailborough, MN 16645",
71857.57141,6.42,17,15,52563.97982,146289,"9817 William Drives Apt. 676
Port Michaelmouth, IL 88737",
67424.18822,5.36,7,13,32412.84314,112726,"23133 Parker Spur
Brianland, ID 10645",
70564.86258,5.14,17,10,38376.46825,101422,"3862 Jones Plains Suite 613
Lake Linda, ME 52695",
74237.26128,4.66,4,9,37651.01453,852982,"238 Samuel Haven
South Michael, AL 99621",
58004.2709,5.17,4,12,29182.7206,830286,"43128 King Branch Apt. 349
Mckeeview, NC 89358-6768",
101928.8581,4.82,18,3,22804.99194,193886,"856 Harris Centers Suite 940
Nicholasport, IL 91064-1080",
55809.49459,6.85,13,16,49001.90125,124764,"748 White Underpass
West Michael, CT 11080-9522",
48357.06347,4.72,11,18,45206.72551,813415,"7278 Wiggins Square
South Nathan, FL 72804",
65017.74563,5,18,1,26910.32075,679373,"319 Denise Run
Stephenview, PW 77941-4444",
66949.0012,5.49,15,13,30323.73988,814879,"402 Steven Greens
East Terrence, FM 76774",
82848.55863,5.72,14,18,40338.11037,148954,"66118 Torres Pike Apt. 446
West Kevinland, ME 01431-0177",
65851.26289,6.51,13,10,36110.06309,146873,"5412 Smith Ports Apt. 902
West Jonstad, PA 43101-8130",
93579.11668,5.82,17,3,38977.93739,185988,"258 Cummings Burg Apt. 469
North William, NC 21455-3269",
76114.15936,6.76,11,3,42601.8153,155875,"674 Todd Ports
Parsonschester, VA 49485-9488",
84289.795,7.76,2,15,42768.4581,212088,"3999 Laura Lakes
Barnesport, FM 49833",
57715.53989,5.54,17,20,19844.17257,790598,"11190 Robinson Extension
Fieldsfort, CA 51614-8941",
85825.85915,6.61,10,12,13983.30125,113746,"546 Mitchell Village Suite 737
Lake Vincent, OH 05404-1179",
62765.29405,7.67,17,12,22272.18604,136975,"31651 Hale Walks
Port Henryfort, UT 45989",
70205.72154,5.83,19,10,26973.43343,143322,"0247 Kenneth Burg
Port Angelica, WI 77878-6142",
66595.66324,4.78,12,16,42385.40082,137304,"7793 Bradley Trail Suite 924
Nicholschester, OK 05492-7126",
64303.64009,5.62,1,7,20214.598,941950,"43275 Knight Walks Apt. 856
Jamesville, FL 18420-6564",
57358.62333,7.35,5,5,22061.58541,948279,"16028 Sarah Isle Suite 386
East Clifford, PW 67999-0591",
74216.12905,6.03,7,3,45068.59934,136503,"5976 Amanda Grove
Ritterport, SD 08541-1686",
68503.48554,4.4,7,3,34699.25818,128908,"80906 Michael Grove Apt. 103
South Denise, KS 86144",
55481.28674,5.73,18,6,42179.67004,139897,"20960 Leonard Loaf Apt. 902
South Lisabury, MA 55466",
75265.99827,8.31,2,16,13108.01789,155967,"PSC 8409, Box 5628
APO AA 76710-9573",
68854.09085,6.74,13,1,37482.54576,148567,"8938 Jose Lodge
Emilyside, CO 97593-5472",
74854.10011,4.6,5,8,50538.01354,155359,"041 Claire Glens
Samanthaside, KS 70716-5226",
54634.31766,5.74,13,2,41564.0063,117927,"572 Kayla Port Suite 910
New Catherine, UT 56845",
57098.2024,8.17,2,12,42721.28569,126246,"7928 Evans Inlet
Port Sherriland, SC 82783",
68035.56212,6.48,7,17,34174.74428,166350,"05890 Robin Brook Suite 649
East Bethton, MI 72561",
63128.60652,5.45,5,15,39536.8097,930011,"065 Helen Oval Apt. 756
Kathrynborough, UT 72714-6759",
62937.04797,6.17,17,17,38082.48344,158416,"678 Howe Lights
East Bryan, OR 66067",
82915.91143,7.07,18,4,50445.64737,218548,"38531 Anna Estates Apt. 937
Kevinfurt, AZ 71789",
70138.53362,6.45,1,10,44684.73719,152902,"67263 Garrett Knoll
Hineshaven, IN 52693-6366",
75611.47181,5.69,4,5,22047.19911,998240,"576 Moore Stravenue
Stephaniemouth, OK 66676",
42822.3111,6.61,4,11,29670.20231,513215,"43074 Armstrong Wall
West Timothychester, NH 29497-5681",
60145.23086,7.34,1,14,25198.78667,113644,"USNS Reyes
FPO AA 35029",
87853.8483,6.52,11,16,42302.261,189866,"22912 Taylor Island
Brianside, MA 36738-0637",
66392.57099,5.38,11,9,26623.18416,125557,"614 Leah Row Suite 729
Marissastad, NM 00794",
58204.22309,6.3,15,1,46663.40274,136764,"97004 Gutierrez Greens Apt. 332
East Deniseview, RI 21012-8300",
88244.61487,6.54,1,18,25791.99499,178828,"61508 Taylor Turnpike Suite 751
North Sherry, SC 21980-1722",
68737.59871,4.5,17,8,34216.69172,123036,"46722 Avila Ford
Lake Sharonland, NY 80569",
56423.03428,4.67,9,18,40155.74285,100021,"460 Morales Islands Apt. 118
West Jeffrey, NE 35494",
66678.06217,3.9,15,9,23031.17032,587007,"827 Ferguson Isle
Rosebury, AL 61416-3167",
71517.01424,7.9,2,15,40239.28257,173437,"653 Parker Overpass Suite 506
Susanshire, AZ 00328",
66097.62203,3.97,9,9,37467.59631,762167,"41962 Castro Groves Suite 053
Jacquelinestad, PW 32378",
76423.31757,7.56,9,7,24402.23731,153284,"66807 Johnson Prairie Apt. 849
Hernandezhaven, NE 29672",
72660.15764,5.44,13,14,48711.5547,124350,"98734 Sharp Shoals Apt. 825
North Sharon, CA 40445-0695",
92787.28248,5.19,5,7,36590.45042,162887,"2574 Richardson Trail
Villarrealland, MD 90258-8822",
78535.64072,7.03,7,3,44280.07606,176733,"7069 Barajas Brooks
Martinezbury, VA 51924",
58110.57429,5.87,13,20,49355.97879,130875,"97379 Erin Tunnel Suite 230
Wilsonside, CA 62038-2300",
71614.59305,6.35,13,4,29922.1702,131168,"914 Ramirez Valleys
East Mark, NM 09382",
76813.78015,6.97,1,8,31822.48585,156736,"4134 Susan Fords
Port Andreatown, DE 39559-2783",
73508.35912,6.27,6,20,34894.57633,112682,"8580 Caleb Rapid Suite 109
Karenchester, AL 04190-4237",
63805.7006,7.12,20,13,48433.82079,147376,"9731 Bryan Estate
North Teresafort, MA 43089-0152",
67651.53322,6.3,14,13,50823.45978,136600,"12163 Carter Shoals Apt. 326
Deckerland, SD 16294",
69086.60579,5.64,9,12,39890.29704,167761,"7303 Amber Locks Suite 812
North Kelly, IN 94856-6427",
93822.30848,7.3,15,7,28555.78775,178997,"16991 Theresa Trace
Port Matthewshire, NC 66272",
89808.62859,6.99,4,2,30847.09161,196171,"114 Michael Wall Apt. 387
Lake Taylor, ND 17489",
64896.62337,5.74,20,5,33201.07787,673225,"4363 Tara Bridge Apt. 728
Rivasfurt, ND 04123",
61853.86388,7.21,18,7,23811.23365,123039,"PSC 1123, Box 2566
APO AE 12036-0836",
64205.8632,5.6,11,10,48649.61039,112481,"96480 Taylor Mews Apt. 138
New Justinmouth, PA 25004",
74872.36119,6.74,2,17,20068.15522,109099,"933 Morgan Via Apt. 871
Nicolebury, AL 14624",
81980.58906,5.62,11,16,41393.59402,157015,"79023 Ramirez Isle
East Jeffreyborough, CT 45650-3126",
52801.97917,5.86,15,5,21518.04492,685123,"962 Brandon River Apt. 829
South Jamie, GU 95398",
54510.2001,5.05,9,15,20211.43699,845553,"713 Anderson Lights Suite 346
North Katie, FM 72098",
61868.60746,5.78,4,7,34967.07563,974805,"76329 Eric Mount Suite 495
Whiteville, AS 79813",
63655.18163,7.53,7,15,16409.11628,124766,"960 Ferguson Ports Suite 436
Lake Denise, OK 51103-4597",
86031.51275,5.29,3,9,35417.76965,138141,"519 David Ways Apt. 059
Port John, PW 73151-6724",
72748.51296,6.87,5,10,40137.50244,172636,"231 Rodriguez Extensions
Ramirezview, UT 82819-9826",
61839.76786,7.74,7,3,26064.82032,961539,"PSC 9596, Box 0250
APO AE 81289",
76519.68207,6.45,2,8,28961.42776,135997,"117 Harper Harbor Apt. 891
North Harry, TN 24136",
76774.85779,6.23,11,8,34313.8277,138446,"604 Angela Crescent
West Timothy, MP 45493",
76659.74948,5.9,12,1,41717.72069,153144,"9224 Phillips Villages
Jamesbury, DC 07921",
71371.43363,5.96,18,20,52265.60116,141859,"98797 Miller Manor
Kristinmouth, ID 05829",
83460.87131,5.73,11,8,31385.46298,147638,"Unit 3589 Box 1542
DPO AA 16271-0224",
74740.73288,5.62,3,5,29954.61762,116835,"3777 John Canyon Suite 968
Amberborough, WA 31105",
70229.01584,6.66,2,15,28829.00883,122270,"238 Turner Cliffs Apt. 239
Amyburgh, PA 71224-5090",
72950.86354,5.32,15,15,38711.03466,987447,"84076 Anderson Hills Apt. 983
South Justin, OK 66516",
58515.94609,5.95,17,3,33776.47845,982790,"22469 Amy Valleys
Edwardsberg, MD 02773",
52207.44393,5.27,8,1,21095.58569,527749,"97665 Clark Roads
Brianmouth, ND 02995-1068",
72821.24766,6.48,2,17,40594.0593,139123,"5869 Suarez Locks Suite 297
East Jonathanton, DE 82931",
66250.31669,4.85,10,7,24201.75308,109432,"63443 Wesley Haven Apt. 970
Maryburgh, CO 32233",
74275.50405,6,15,6,38535.72643,161021,"7587 Mcdonald Common Apt. 738
Elliottshire, DE 90107",
81167.4411,8.1,7,7,28713.96202,176870,"372 Angela Summit Apt. 043
New Tiffany, NJ 35579",
56119.33253,7.8,6,8,36041.27531,123625,"334 Robert Inlet
Thomasshire, CO 09495",
84998.45891,5.89,14,17,28623.41032,132900,"173 Heather Extensions
Peggybury, AS 89149-2125",
69604.42775,7,19,10,40684.07772,170412,"50340 Parker Islands Apt. 276
North Alexis, NV 71995-9163",
70775.43488,6.13,18,8,40561.29711,132188,"0965 Walker Port
East Jennifer, MN 53589",
66236.84056,6.85,5,16,38906.85736,111393,"2929 Rodriguez Pine
North Gregoryland, WY 79081",
57451.86827,5.11,3,16,38532.98003,104362,"146 Margaret Drive
East Taylor, AR 62664",
66293.8844,6.83,12,12,48877.50097,166365,"76518 Kristen Expressway
Bennettstad, NE 55780-9958",
69100.99031,4.27,18,13,46139.13676,969678,"USNS Chaney
FPO AP 87928",
75729.76555,5.58,6,10,29996.01845,118301,"11252 Waters Expressway Suite 333
Savannahtown, WA 87924-9404",
58599.6156,5.66,17,9,26569.65872,957814,"2590 Warren Walk
Robertsport, NY 09253-2552",
59498.07937,5.52,7,8,25401.10188,912891,"09767 Alvarado Rest
Donnaland, MP 95960",
72409.66649,6.11,17,6,40605.96743,147975,"098 Melton Cliffs Apt. 580
Madisonmouth, SC 04285",
69316.79689,6.3,1,18,24448.21146,143150,"PSC 3490, Box 0556
APO AE 04921",
68656.90677,7.35,2,1,43833.85344,174791,"6258 Shirley Lock Suite 916
North Craig, HI 86453-3624",
71240.25164,5.92,14,20,42566.50177,156308,"1191 Tate Islands Suite 460
Smithtown, ME 11150-3233",
73223.9423,5.08,18,9,41113.00677,142574,"154 Lee Tunnel
Smallland, NC 15747-5815",
60968.33291,5.92,2,11,28483.81174,804453,"0542 Brandon Mountain
Silvafurt, NE 88050-3603",
65935.61261,5.07,6,1,36262.4269,106044,"7168 Morgan Viaduct
West Paulchester, KY 61596",
62773.52098,4.49,11,16,41389.36487,954737,"1880 Samuel Fork Suite 830
Lake Elizabethfort, UT 41369-0237",
69304.57095,5.33,13,1,29465.99961,115260,"326 Isaiah Isle
Stevenfort, UT 18732",
73218.99741,4.41,9,18,31619.5817,955943,"232 Andrade Cliffs Apt. 325
Lewismouth, VI 87172-1000",
63787.53635,4.64,11,8,22449.534,433247,"4619 Doyle Causeway
New Gilbert, WY 70871-5578",
76613.08008,7.39,12,15,43250.98997,171887,"2499 George Stravenue
New Pamela, AK 46876",
64461.39215,7.94,5,19,34210.93608,123687,"24231 Woods Alley Apt. 225
Ralphfurt, PA 09827-4337",
41533.01296,6.85,2,19,31685.40269,682200,"059 Morris Summit
New Whitney, NY 73137",
79575.64154,4.97,4,2,31050.10281,114191,"4827 Kelsey Glen Suite 220
Michaeltown, MD 34529",
82185.4699,5.21,3,4,29258.98876,116273,"Unit 4395 Box 2223
DPO AE 68423-9498",
69853.42418,7.22,18,13,41913.6369,168134,"8408 Lam Mountains
Robertside, SD 61154-0104",
51519.61854,6.94,17,7,43258.6446,945981,"15429 Janice Lock
Jessicaville, MD 71946",
48616.85537,7.08,18,7,29770.08343,854045,"69330 Vasquez Square Apt. 177
West Douglasland, NV 48332",
63324.58162,7.72,17,10,43281.57274,137299,"PSC 5511, Box 3978
APO AA 43113",
65016.22381,2.64,8,12,15902.58202,414571,"584 Rick Cove
Leeberg, ND 15540-8557",
76855.86579,4.74,20,2,45388.31358,124031,"6948 Michelle Tunnel
South Christopherville, NM 47337-9117",
75302.08258,6.75,14,5,42382.75153,164064,"63283 Simmons Meadows Apt. 194
North Amandaville, MO 55928",
69438.70006,6.11,14,11,57775.26139,153733,"898 Craig Ridge Apt. 204
Coryfort, GA 66710-2535",
75764.20019,4.83,20,7,36712.20014,133796,"97282 Moore Knoll Suite 107
West Megan, AS 39793-7339",
68814.92561,5.42,7,16,42285.98468,108511,"49682 Brett Square
New Andrea, NH 32549",
60912.31622,6.31,5,1,20915.81605,905328,"2378 Christine Oval
North Michaelborough, CT 83476",
41007.45867,5.3,19,15,39526.56631,494742,"682 Lara Hollow Suite 021
South Shannonmouth, KY 33314-3669",
61949.88399,6.1,17,17,42092.88416,123736,"50415 Julia Lane Apt. 645
Lake Emilyfort, KY 92027-9820",
67421.66705,4.63,19,14,20167.03999,864899,"9641 Jackie Brook
Timothyshire, PW 16107",
68428.39428,5.26,1,5,31074.12492,100219,"3228 Kathy Shores Suite 923
North Nathaniel, RI 37530",
61839.6479,5.67,9,9,17244.97025,800110,"802 Lauren Locks
Scotttown, KY 33922-1795",
62835.25696,7.09,4,15,50097.95083,141033,"2144 Jackson Path Apt. 300
Charleneland, NM 58522",
72485.19746,4.2,12,13,43134.03806,103638,"1608 Andrews Rest Apt. 672
Richardshire, IN 92603",
60945.7218,4.78,16,10,34162.95673,437146,"53074 Alexis Village Apt. 437
Floydland, DC 23157",
83729.79177,4.4,12,18,12906.25485,624432,"914 Beasley Pines Suite 756
Lake Phillip, VA 85426",
57605.79912,7.4,10,11,49411.4113,117944,"USS Thomas
FPO AA 60174-6263",
75358.4826,8.99,8,19,21319.9943,174040,"84910 Lloyd Green Apt. 744
Lake Lynn, AK 73257-6707",
